Symbol,Yahoo,Section,Yahoo Type,Yahoo Exchange,Stmt Price 2/28/26,Yahoo Last,DOD Price,DOD Price per 2/28 share,DOD Price as traded,F_dod_feb,F_after_feb,Splits since DOD,Method,Flag,high_1205,low_1205,mean_1205,high_1208,low_1208,mean_1208,nav_date,nav
DASH,DASH,Stocks,EQUITY,NMS,176.47,201.995,223.305,223.305,223.305,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,227.7100067138672,220.47999572753906,224.09500122070312,225.64999389648438,219.3800048828125,222.51499938964844,,
DOV,DOV,Stocks,EQUITY,NYQ,225.5,195.18,190.9075,190.9075,190.9075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,191.1699981689453,189.5800018310547,190.375,192.60000610351562,190.27999877929688,191.44000244140625,,
DOW,DOW,Stocks,EQUITY,NYQ,30.73,29.785,23.1575,23.1575,23.1575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,23.684999465942383,22.934999465942383,23.309999465942383,23.25,22.760000228881836,23.005000114440918,,
DKNG,DKNG,Stocks,EQUITY,NMS,23.84,23.804,34.795,34.795,34.795,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,35.84000015258789,33.72999954223633,34.78499984741211,35.61000061035156,34.0,34.80500030517578,,
DSDVY,DSDVY,Stocks,EQUITY,PNK,128.83,102.65,119.7108,119.7108,119.7108,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,119.56300354003906,118.13999938964844,118.85150146484375,121.33000183105469,119.80999755859375,120.56999969482422,,
EOG,EOG,Stocks,EQUITY,NYQ,124.08,145.99,112.1125,112.1125,112.1125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,114.25,111.80999755859375,113.02999877929688,112.31999969482422,110.06999969482422,111.19499969482422,,
EONGY,EONGY,Stocks,EQUITY,PNK,23.28,20.45,17.9525,17.9525,17.9525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,18.010000228881836,17.850000381469727,17.93000030517578,18.049999237060547,17.899999618530273,17.97499942779541,,
EQT,EQT,Stocks,EQUITY,NYQ,61.42,55.38,60.3525,60.3525,60.3525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,62.22999954223633,60.279998779296875,61.2549991607666,60.4900016784668,58.40999984741211,59.45000076293945,,
EBAY,EBAY,Stocks,EQUITY,NMS,90.86,102.8,82.77,82.77,82.77,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,82.70999908447266,81.44999694824219,82.07999801635742,84.56999969482422,82.3499984741211,83.45999908447266,,
ECL,ECL,Stocks,EQUITY,NYQ,308.35,278.01,260.2325,260.2325,260.2325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,265.20001220703125,259.1300048828125,262.1650085449219,259.70001220703125,256.8999938964844,258.3000030517578,,
EW,EW,Stocks,EQUITY,NYQ,86.47,87.195,86.0025,86.0025,86.0025,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,87.88999938964844,85.94999694824219,86.91999816894531,86.01000213623047,84.16000366210938,85.08500289916992,,
ELAN,ELAN,Stocks,EQUITY,NYQ,26.4,24.065,21.865,21.865,21.865,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,22.030000686645508,21.709999084472656,21.869999885559082,22.190000534057617,21.530000686645508,21.860000610351562,,
EMR,EMR,Stocks,EQUITY,NYQ,150.75,152.18,136.835,136.835,136.835,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,138.08999633789062,136.0,137.0449981689453,137.7100067138672,135.5399932861328,136.625,,
ENLAY,ENLAY,Stocks,EQUITY,PNK,11.99,10.33,10.15,10.15,10.15,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,10.210000038146973,10.119999885559082,10.164999961853027,10.170000076293945,10.100000381469727,10.135000228881836,,
ENGIY,ENGIY,Stocks,EQUITY,PNK,33.95,27.94,25.1575,25.1575,25.1575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,25.190000534057617,24.940000534057617,25.065000534057617,25.360000610351562,25.139999389648438,25.25,,
ETR,ETR,Stocks,EQUITY,NYQ,107.11,108.785,93.8025,93.8025,93.8025,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,94.81999969482422,93.62999725341797,94.2249984741211,94.20999908447266,92.55000305175781,93.38000106811523,,
EPOAY,EPOAY,Stocks,EQUITY,PNK,29.92,27.97,22.3325,22.3325,22.3325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,22.389999389648438,22.18000030517578,22.28499984741211,22.469999313354492,22.290000915527344,22.380000114440918,,
EFX,EFX,Stocks,EQUITY,NYQ,208.96,171.41,210.7225,210.7225,210.7225,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,213.02999877929688,210.08999633789062,211.55999755859375,211.0500030517578,208.72000122070312,209.88500213623047,,
EQNR,EQNR,Stocks,EQUITY,NYQ,29.83,43.215,23.1875,23.1875,23.1875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,23.440000534057617,22.989999771118164,23.21500015258789,23.309999465942383,23.010000228881836,23.15999984741211,,
ERIC,ERIC,Stocks,EQUITY,NMS,11.6,10.135,9.5425,9.5425,9.5425,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,9.579999923706055,9.489999771118164,9.53499984741211,9.59000015258789,9.510000228881836,9.550000190734863,,
ESLOY,ESLOY,Stocks,EQUITY,PNK,133.0,86.7,176.065,176.065,176.065,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,176.61000061035156,176.02999877929688,176.31999969482422,176.36000061035156,175.25999450683594,175.80999755859375,,
ES,ES,Stocks,EQUITY,NYQ,76.21,72.03,66.915,66.915,66.915,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,67.47000122070312,66.37000274658203,66.92000198364258,67.5199966430664,66.30000305175781,66.90999984741211,,
EVVTY,EVVTY,Stocks,EQUITY,PNK,60.48,89.375,66.3725,66.3725,66.3725,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,66.41999816894531,65.83999633789062,66.12999725341797,67.13999938964844,66.08999633789062,66.61499786376953,,
EXC,EXC,Stocks,EQUITY,NMS,49.47,44.265,43.7875,43.7875,43.7875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,44.220001220703125,43.77000045776367,43.9950008392334,43.970001220703125,43.189998626708984,43.579999923706055,,
EXEL,EXEL,Stocks,EQUITY,NMS,44.06,58.36,43.7275,43.7275,43.7275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,44.59000015258789,43.849998474121094,44.21999931335449,44.59000015258789,41.880001068115234,43.23500061035156,,
EXPD,EXPD,Stocks,EQUITY,NYQ,145.03,186.87,149.8525,149.8525,149.8525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,151.6699981689453,149.24000549316406,150.4550018310547,150.89999389648438,147.60000610351562,149.25,,
XOM,XOM,Stocks,EQUITY,NYQ,152.5,160.34,116.8075,116.8075,116.8075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,118.77999877929688,116.41000366210938,117.59500122070312,117.0,115.04000091552734,116.02000045776367,,
FNB,FNB,Stocks,EQUITY,NYQ,16.99,18.505,16.9625,16.9625,16.9625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,17.010000228881836,16.8700008392334,16.940000534057617,17.079999923706055,16.889999389648438,16.984999656677246,,
META,META,Stocks,EQUITY,NMS,648.18,616.81,669.715,669.715,669.715,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,674.6900024414062,662.3900146484375,668.5400085449219,676.7100219726562,665.0700073242188,670.8900146484375,,
FANUY,FANUY,Stocks,EQUITY,PNK,22.65,18.83,19.1525,19.1525,19.1525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,19.690000534057617,19.09000015258789,19.390000343322754,19.0,18.829999923706055,18.914999961853027,,
FRCOY,FRCOY,Stocks,EQUITY,PNK,44.15,44.5,36.1775,36.1775,36.1775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,36.849998474121094,36.119998931884766,36.48499870300293,36.02000045776367,35.720001220703125,35.8700008392334,,
FAST,FAST,Stocks,EQUITY,NMS,46.04,49.445,41.4,41.4,41.4,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,41.97999954223633,41.380001068115234,41.68000030517578,41.5,40.7400016784668,41.1200008392334,,
FDX,FDX,Stocks,EQUITY,NYQ,387.0,317.055,222.639,276.295,276.295,1.0,1.241,2026-06-01 1241:1000,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,222.884765625,219.98388671875,221.434326171875,225.2457733154297,222.4415740966797,223.8436737060547,,
FERG,FERG,Stocks,EQUITY,NYQ,260.76,229.03,248.5425,248.5425,248.5425,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,251.17999267578125,247.99000549316406,249.58499908447266,250.49000549316406,244.50999450683594,247.5,,
FIS,FIS,Stocks,EQUITY,NYQ,50.96,39.69,66.075,66.075,66.075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,66.93000030517578,65.33999633789062,66.1349983215332,66.47000122070312,65.55999755859375,66.01499938964844,,
FCNCA,FCNCA,Stocks,EQUITY,NMS,1898.15,2179.8,1970.4375,1970.4375,1970.4375,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,1980.0400390625,1950.3699951171875,1965.2050170898438,1989.3699951171875,1961.969970703125,1975.6699829101562,,
FSLR,FSLR,Stocks,EQUITY,NMS,197.2,214.78,257.2875,257.2875,257.2875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,264.0,255.1199951171875,259.55999755859375,258.7099914550781,251.32000732421875,255.01499938964844,,
FE,FE,Stocks,EQUITY,NYQ,51.16,46.93,44.9075,44.9075,44.9075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,45.310001373291016,44.810001373291016,45.060001373291016,44.959999084472656,44.54999923706055,44.7549991607666,,
FIVE,FIVE,Stocks,EQUITY,NMS,223.53,254.825,174.9875,174.9875,174.9875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,177.72999572753906,167.60000610351562,172.66500091552734,180.0500030517578,174.57000732421875,177.31000518798828,,
FSUGY,FSUGY,Stocks,EQUITY,OQX,29.81,25.5,29.17,29.17,29.17,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,29.5,29.1299991607666,29.3149995803833,29.299999237060547,28.75,29.024999618530273,,
FTNT,FTNT,Stocks,EQUITY,NMS,79.03,156.415,85.6275,85.6275,85.6275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,86.94000244140625,85.19999694824219,86.06999969482422,87.11000061035156,83.26000213623047,85.18500137329102,,
FOXA,FOXA,Stocks,EQUITY,NMS,56.34,64.91,68.71,68.71,68.71,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,69.23999786376953,67.7699966430664,68.50499725341797,69.62999725341797,68.19999694824219,68.91499710083008,,
FNV,FNV,Stocks,EQUITY,NYQ,280.61,264.45,203.19,203.19,203.19,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,207.11000061035156,202.17999267578125,204.6449966430664,204.47999572753906,198.99000549316406,201.73500061035156,,
FSNUY,FSNUY,Stocks,EQUITY,PNK,15.1,12.99,13.935,13.935,13.935,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,14.050000190734863,13.8100004196167,13.930000305175781,14.079999923706055,13.800000190734863,13.940000057220459,,
FUJIY,FUJIY,Stocks,EQUITY,PNK,10.26,10.33,10.405,10.405,10.405,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,10.460000038146973,10.34000015258789,10.400000095367432,10.460000038146973,10.359999656677246,10.40999984741211,,
FJTSY,FJTSY,Stocks,EQUITY,PNK,22.12,24.45,26.03,26.03,26.03,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,26.1299991607666,26.010000228881836,26.06999969482422,26.1299991607666,25.850000381469727,25.989999771118164,,
AJG,AJG,Stocks,EQUITY,NYQ,228.2,253.155,240.035,240.035,240.035,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,245.0,238.64999389648438,241.8249969482422,239.7899932861328,236.6999969482422,238.2449951171875,,
GEV,GEV,Stocks,EQUITY,NYQ,873.6,971.585,626.2495,626.2495,626.2495,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,640.0,621.2000122070312,630.6000061035156,636.3980102539062,607.4000244140625,621.8990173339844,,
GE,GE,Stocks,EQUITY,NYQ,342.26,336.61,286.8925,286.8925,286.8925,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,293.2799987792969,282.1499938964844,287.7149963378906,288.8399963378906,283.29998779296875,286.0699920654297,,
GIS,GIS,Stocks,EQUITY,NYQ,45.23,36.95,45.8225,45.8225,45.8225,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,46.34000015258789,45.68000030517578,46.010000228881836,46.119998931884766,45.150001525878906,45.635000228881836,,
GM,GM,Stocks,EQUITY,NYQ,78.71,85.82,75.9675,75.9675,75.9675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,77.0,75.0,76.0,76.66999816894531,75.19999694824219,75.93499755859375,,
GMAB,GMAB,Stocks,EQUITY,NMS,29.44,33.73,31.8715,31.8715,31.8715,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,32.130001068115234,31.5,31.815000534057617,32.17100143432617,31.684999465942383,31.928000450134277,,
GPC,GPC,Stocks,EQUITY,NYQ,119.26,134.44,129.285,129.285,129.285,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,130.44000244140625,128.39999389648438,129.4199981689453,130.24000549316406,128.05999755859375,129.1500015258789,,
GILD,GILD,Stocks,EQUITY,NMS,148.95,146.8,121.455,121.455,121.455,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,122.52999877929688,120.37999725341797,121.45499801635742,122.37000274658203,120.54000091552734,121.45500183105469,,
GSK,GSK,Stocks,EQUITY,NYQ,59.13,48.695,48.3975,48.3975,48.3975,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,48.849998474121094,48.0099983215332,48.42999839782715,48.58000183105469,48.150001525878906,48.3650016784668,,
GLNCY,GLNCY,Stocks,EQUITY,PNK,14.34,16.92,10.0875,10.0875,10.0875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,10.1899995803833,10.020000457763672,10.105000019073486,10.130000114440918,10.010000228881836,10.070000171661377,,
GWW,GWW,Stocks,EQUITY,NYQ,1144.73,1285.24,968.495,968.495,968.495,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,977.1400146484375,961.8099975585938,969.4750061035156,977.239990234375,957.7899780273438,967.5149841308594,,
GFF,GFF,Stocks,EQUITY,NYQ,85.24,97.955,73.49,73.49,73.49,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,74.05000305175781,72.7699966430664,73.40999984741211,74.2699966430664,72.87000274658203,73.56999969482422,,
HCA,HCA,Stocks,EQUITY,NYQ,529.7,403.2,487.05,487.05,487.05,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,491.1400146484375,483.739990234375,487.44000244140625,490.07000732421875,483.25,486.6600036621094,,
HSBC,HSBC,Stocks,EQUITY,NYQ,93.16,106.71,71.17,71.17,71.17,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,71.75,70.91000366210938,71.33000183105469,71.18000030517578,70.83999633789062,71.0099983215332,,
HAL,HAL,Stocks,EQUITY,NYQ,36.0,36.98,28.245,28.245,28.245,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,28.649999618530273,27.8799991607666,28.264999389648438,28.559999465942383,27.889999389648438,28.22499942779541,,
HIG,HIG,Stocks,EQUITY,NYQ,140.83,136.91,129.8275,129.8275,129.8275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,131.60000610351562,129.07000732421875,130.3350067138672,130.33999633789062,128.3000030517578,129.31999969482422,,
HDLMY,HDLMY,Stocks,EQUITY,PNK,44.66,37.46,51.3475,51.3475,51.3475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,51.56999969482422,50.90999984741211,51.239999771118164,51.83000183105469,51.08000183105469,51.45500183105469,,
HEINY,HEINY,Stocks,EQUITY,OQX,46.22,42.55,39.99,39.99,39.99,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,40.5099983215332,40.18000030517578,40.34499931335449,39.77000045776367,39.5,39.635000228881836,,
HXGBY,HXGBY,Stocks,EQUITY,PNK,11.285,9.85,11.683,11.683,11.683,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,11.779999732971191,11.670000076293945,11.724999904632568,11.670000076293945,11.612000465393066,11.641000270843506,,
HLT,HLT,Stocks,EQUITY,NYQ,311.78,306.995,271.86,271.86,271.86,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,274.6199951171875,271.2300109863281,272.9250030517578,273.0400085449219,268.54998779296875,270.7949981689453,,
HTHIY,HTHIY,Stocks,EQUITY,PNK,33.37,33.89,31.6,31.6,31.6,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,31.889999389648438,31.200000762939453,31.545000076293945,32.029998779296875,31.280000686645508,31.65499973297119,,
HD,HD,Stocks,EQUITY,NYQ,380.72,315.02,350.735,350.735,350.735,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,355.6199951171875,349.5299987792969,352.5749969482422,352.0899963378906,345.70001220703125,348.89500427246094,,
HON,HON,Stocks,EQUITY,NMS,243.59,208.19,201.075,191.725,191.725,1.0,0.9535,2026-06-29 1907:2000,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,202.7897186279297,199.9475555419922,201.36863708496094,201.74095153808594,199.82171630859375,200.78133392333984,,
HKXCY,HKXCY,Stocks,EQUITY,PNK,53.93,51.51,51.995,51.995,51.995,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,52.5,51.79999923706055,52.14999961853027,52.0,51.68000030517578,51.84000015258789,,
HOPE,HOPE,Stocks,EQUITY,NMS,11.26,14.06,10.945,10.945,10.945,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,10.960000038146973,10.819999694824219,10.889999866485596,11.119999885559082,10.880000114440918,11.0,,
HWM,HWM,Stocks,EQUITY,NYQ,262.53,237.87,192.8725,192.8725,192.8725,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,197.16000366210938,188.8300018310547,192.99500274658203,194.69000244140625,190.80999755859375,192.75,,
HOCPY,HOCPY,Stocks,EQUITY,PNK,180.16,151.195,153.435,153.435,153.435,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,154.85000610351562,152.77000427246094,153.81000518798828,153.50999450683594,152.61000061035156,153.05999755859375,,
HUBB,HUBB,Stocks,EQUITY,NYQ,511.63,465.438,440.8325,440.8325,440.8325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,442.82000732421875,435.7300109863281,439.27500915527344,449.3599853515625,435.4200134277344,442.38999938964844,,
HII,HII,Stocks,EQUITY,NYQ,444.52,290.05,309.565,309.565,309.565,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,317.8599853515625,300.20001220703125,309.0299987792969,316.5899963378906,303.6099853515625,310.09999084472656,,
IBDRY,IBDRY,Stocks,EQUITY,OID,94.5,92.53,83.7175,83.7175,83.7175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,84.13999938964844,83.48999786376953,83.81499862670898,83.98999786376953,83.25,83.61999893188477,,
IDXX,IDXX,Stocks,EQUITY,NMS,656.73,526.93,714.93,714.93,714.93,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,722.7100219726562,710.510009765625,716.6100158691406,721.5,705.0,713.25,,
ILMN,ILMN,Stocks,EQUITY,NMS,134.46,213.41,128.1625,128.1625,128.1625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,129.27000427246094,127.63999938964844,128.4550018310547,129.3000030517578,126.44000244140625,127.87000274658203,,
IMBBY,IMBBY,Stocks,EQUITY,OQX,44.83,33.52,43.29,43.29,43.29,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,43.529998779296875,43.119998931884766,43.32499885559082,43.45000076293945,43.060001373291016,43.255001068115234,,
IMO,IMO,Stocks,EQUITY,ASE,117.3,131.81,92.5,92.5,92.5,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,94.51000213623047,92.29000091552734,93.4000015258789,92.91000366210938,90.29000091552734,91.60000228881836,,
INCY,INCY,Stocks,EQUITY,NMS,101.27,125.46,99.2025,99.2025,99.2025,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,103.68000030517578,98.36000061035156,101.02000045776367,100.43000030517578,94.33999633789062,97.3849983215332,,
IDEXY,IDEXY,Stocks,EQUITY,PNK,16.72,16.37,15.885,15.885,15.885,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,16.020000457763672,15.90999984741211,15.96500015258789,16.010000228881836,15.600000381469727,15.805000305175781,,
ING,ING,Stocks,EQUITY,NYQ,28.77,37.345,26.535,26.535,26.535,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,26.610000610351562,26.25,26.43000030517578,26.729999542236328,26.549999237060547,26.639999389648438,,
IR,IR,Stocks,EQUITY,NYQ,94.14,75.567,79.6475,79.6475,79.6475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,80.11499786376953,79.36499786376953,79.73999786376953,80.22000122070312,78.88999938964844,79.55500030517578,,
INGR,INGR,Stocks,EQUITY,NYQ,117.46,100.895,107.7675,107.7675,107.7675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,109.55000305175781,107.79000091552734,108.67000198364258,107.9000015258789,105.83000183105469,106.8650016784668,,
INTC,INTC,Stocks,EQUITY,NMS,45.61,104.98,41.45,41.45,41.45,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,42.83000183105469,41.150001525878906,41.9900016784668,42.119998931884766,39.70000076293945,40.90999984741211,,
ICE,ICE,Stocks,EQUITY,NYQ,164.13,158.78,157.53,157.53,157.53,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,159.1999969482422,157.30999755859375,158.25499725341797,157.85000610351562,155.75999450683594,156.80500030517578,,
IBM,IBM,Stocks,EQUITY,NYQ,240.21,231.7,310.5775,310.5775,310.5775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,311.8299865722656,307.17999267578125,309.50498962402344,315.3500061035156,307.95001220703125,311.65000915527344,,
ISNPY,ISNPY,Stocks,EQUITY,OID,41.05,46.62,39.3675,39.3675,39.3675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,39.88999938964844,39.20000076293945,39.545000076293945,39.34000015258789,39.040000915527344,39.19000053405762,,
INTU,INTU,Stocks,EQUITY,NMS,409.03,315.86,666.415,666.415,666.415,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,676.5999755859375,663.5399780273438,670.0699768066406,671.780029296875,653.739990234375,662.760009765625,,
IQV,IQV,Stocks,EQUITY,NYQ,178.81,263.395,223.9075,223.9075,223.9075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,226.63999938964844,221.7100067138672,224.1750030517578,225.05999755859375,222.22000122070312,223.63999938964844,,
ISUZY,ISUZY,Stocks,EQUITY,PNK,18.55,13.81,14.93,14.93,14.93,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,15.069999694824219,14.630000114440918,14.849999904632568,15.039999961853027,14.979999542236328,15.009999752044678,,
ITOCY,ITOCY,Stocks,EQUITY,PNK,14.41,14.78,11.94,11.94,119.4,10.0,1.0,2026-01-06 10:1,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,11.904999732971191,11.848999977111816,11.876999855041504,12.048999786376953,11.956999778747559,12.002999782562256,,
JPM,JPM,Stocks,EQUITY,NYQ,300.3,355.595,315.745,315.745,315.745,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,318.4800109863281,314.67999267578125,316.5800018310547,316.4700012207031,313.3500061035156,314.9100036621094,,
JBL,JBL,Stocks,EQUITY,NYQ,264.99,312.005,223.5525,223.5525,223.5525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,222.3000030517578,218.3800048828125,220.34000396728516,232.05999755859375,221.47000122070312,226.76499938964844,,
JNJ,JNJ,Stocks,EQUITY,NYQ,248.43,270.63,202.1275,202.1275,202.1275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,203.4499969482422,200.80999755859375,202.12999725341797,203.25999450683594,200.99000549316406,202.125,,
KBCSY,KBCSY,Stocks,EQUITY,PNK,67.395,77.19,62.145,62.145,62.145,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,62.18000030517578,61.86000061035156,62.02000045776367,62.439998626708984,62.099998474121094,62.26999855041504,,
KLAC,KLAC,Stocks,EQUITY,NMS,1524.55,188.34,122.848,1228.48,1228.48,1.0,10.0,2026-06-12 10:1,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,124.0,121.23200225830078,122.61600112915039,124.23999786376953,121.91999816894531,123.07999801635742,,
KKR,KKR,Stocks,EQUITY,NYQ,87.68,106.535,129.4175,129.4175,129.4175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,131.0,127.51000213623047,129.25500106811523,130.47000122070312,128.69000244140625,129.5800018310547,,
KT,KT,Stocks,EQUITY,NYQ,23.8,19.795,18.5525,18.5525,18.5525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,18.770000457763672,18.540000915527344,18.655000686645508,18.530000686645508,18.3700008392334,18.450000762939453,,
KDDIY,KDDIY,Stocks,EQUITY,PNK,17.03,19.33,17.3325,17.3325,17.3325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,17.90999984741211,17.139999389648438,17.524999618530273,17.18000030517578,17.100000381469727,17.140000343322754,,
KVUE,KVUE,Stocks,EQUITY,NYQ,19.12,18.5,16.88,16.88,16.88,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,17.084999084472656,16.825000762939453,16.954999923706055,16.90999984741211,16.700000762939453,16.80500030517578,,
